name,genre,summary,director,release_year,image_url
Fate of Alakada,Comedy,"Faking her way through any situation, a social media influencer poses as an event planner and is tasked with throwing an extravagant, star-studded bash.",Kayode Kasum,2020,"https://m.media-amazon.com/images/M/MV5BZWUwOWI4YzMtNzFiMS00MTQ0LWI1OTItNDNlNGZiMWRlOWYyXkEyXkFqcGdeQXVyMTAxNDc4OTgy._V1_UY98_CR1,0,67,98_AL_.jpg"
Devil in Agbada,Action,3 young strangers who have been wronged in a bid to find justice form an alliance to bring a ruthless and vicious politician down. They subject themselves to physical and psychological ...                See full summary »,Umanu Elijah,2021,"https://m.media-amazon.com/images/M/MV5BMDljODFlZDItNjY2MC00MjhkLTkzN2QtNjQ5NjhmNDE3ODFjXkEyXkFqcGdeQXVyMTMyMzE1Njg4._V1_UY98_CR5,0,67,98_AL_.jpg"
Mama Drama,Drama,,Seyi Babatope,2020,"https://m.media-amazon.com/images/M/MV5BNWQ1OWNiOWUtYTAwZC00OTk5LWEzMGItMDdmNzUzODI1MDNmXkEyXkFqcGdeQXVyMzM0OTc4NQ@@._V1_UY98_CR7,0,67,98_AL_.jpg"
Omo Ghetto: The Saga,"Action, Adventure, Comedy","This is a story about Lefty who, together with her squad from the ghetto, was always getting into one trouble or the other.",Funke Akindele,2020,"https://m.media-amazon.com/images/M/MV5BNjM0YzU2Y2ItNzRmNi00NTIwLWFmOTgtNjM0ODdiOGIwMmQyXkEyXkFqcGdeQXVyNjE4NDYxMTY@._V1_UY98_CR16,0,67,98_AL_.jpg"
My Sister's Husband,Drama,Amara deceitfully pawns her sister off to her husband which leads to a marital quagmire.,Emeka Madu,2021,"https://m.media-amazon.com/images/M/MV5BYzMxNjExYWItOWNjYS00YjMyLThmZjUtMjY3ZDQ3NTg2MTcyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Brown Skin Girl,Drama,A struggling scriptwriter finds a job as a maid to an artist who despises ladies with dark skin.,Emeka Dibia Emelobe,2020,"https://m.media-amazon.com/images/M/MV5BYmYxYThmYjUtOWY4Yi00NmMyLTk5NGItZTIxMTk0NjE5MzNlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Head Over Bills,Comedy,,Dabby Chimere,2022,"https://m.media-amazon.com/images/M/MV5BNmNhYTBkMjYtNjczYy00MmYzLWExOTctM2M5M2I3ZGRiNzdkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Hire a Woman,"Comedy, Romance",A young man attends a college reunion with a fake girlfriend in an attempt to make his ex jealous.,Ifeanyi Ikpoenyi,2019,"https://m.media-amazon.com/images/M/MV5BOTk5MGQwNWUtYzg2MS00ZGMxLTljYzEtMGJiYWU0MThjNjU3XkEyXkFqcGdeQXVyMTU5NzQwNzU@._V1_UY98_CR5,0,67,98_AL_.jpg"
Progressive Tailors Club,Comedy,"The Progressive Tailors Club gathers for a meeting to elect a new leader. However, when a trusted executive is eliminated for corruption, it comes down to a choice between the old, the new and the ridiculous.",Biodun Stephen,2021,"https://m.media-amazon.com/images/M/MV5BMjU0YjViMzctNTA3OS00NTRhLTlkZGMtYzFlMWE3ZDc3OGY4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Strain,Drama,A family man struggles to keep his family happy and united when his son is suddenly diagnosed with Sickle Cell Disease. He must raise funds to care for his sick child.,Uduak-Obong Patrick, 2020,"https://m.media-amazon.com/images/M/MV5BMDY0NzFjZTItYWVkYS00YWEyLWFhN2YtYjE0ZTljYTUyZjg0XkEyXkFqcGdeQXVyMzQ1MTkwNjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Millions,"Comedy, Thriller","Bem is the ultimate guy. With good looks, sweet mouth and with an intellect that can only be rivaled by his humour. When Bem is approached by an old friend, Wole Baba, about a job, his ...                See full summary »",Tunde Apalowo,2019,"https://m.media-amazon.com/images/M/MV5BM2U0MzdhOTAtZTk1NC00NmYwLThhZjktNDFmODUxMjUwOWQ1XkEyXkFqcGdeQXVyMTA3MTQyODMx._V1_UY98_CR5,0,67,98_AL_.jpg"
The Lost Okoroshi,"Action, Adventure, Drama","Haunted by dreams of an ancestral Okoroshi masquerade, a disillusioned security guard wakes up one morning to find himself transformed into a mute, purple spirit, in Abba Makama's surrealist romp through the sprawling city of Lagos.",Abba Makama,2019,"https://m.media-amazon.com/images/M/MV5BZTk1NTc3M2ItZjkwZi00ZjZjLTg2MTAtNmI1OTNjMThmODA4XkEyXkFqcGdeQXVyNjc1MjIyNzg@._V1_UX67_CR0,0,67,98_AL_.jpg"
Chief Daddy 2: Going for Broke,Comedy,"The Beecroft family are ready to spend all of Chief Daddy's inheritance, but not if the CEO of his company has anything to do with it.",Niyi Akinmolayan,2022,"https://m.media-amazon.com/images/M/MV5BM2I4NWJhY2MtNzBkOS00NWUxLTliMTUtYjA2ODc2MDIyNmUwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
The Blood Covenant,"Drama, Thriller","The film follows the lives of Eddy, Jite and Osiano, three ambitious young men in their late twenties struggling to make it in life. Tired of being looked down upon, they embark on a ...                See full summary »",Fiyin Gambo,2022,"https://m.media-amazon.com/images/M/MV5BNTI2ODM5MGUtYjQ5Yi00Y2Q0LTk0NzktODI4MzJhYTM0YjFjXkEyXkFqcGdeQXVyMTMyMzE1Njg4._V1_UY98_CR5,0,67,98_AL_.jpg"
The Milkmaid,Drama,"A Fulani milkmaid confronts religious extremists in rural Sub-Saharan Africa in a quest to locate her missing sister, but efforts to recapture her disrupted past prove complicated.",Desmond Ovbiagele,2020,"https://m.media-amazon.com/images/M/MV5BZGUzYWJiOWYtNjY5NS00OGY1LTkyZGMtNGFhOTllOWRhMzE4XkEyXkFqcGdeQXVyNTM2NTg3Nzg@._V1_UY98_CR1,0,67,98_AL_.jpg"
Eewa,Drama,Three princesses of an old kingdom return home just in time for an annual beauty contest. They will soon learn that true beauty resides way beneath the skin.,Stanley Obi,2022,"https://m.media-amazon.com/images/M/MV5BOGMwNzA3ZjEtNTZkMi00ZDMyLWE4MGYtMWVjYmMwNDIxMGFhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR11,0,67,98_AL_.jpg"
For Maria Ebun Pataki,Drama,,Damilola Orimogunje,2020,"https://m.media-amazon.com/images/M/MV5BZmRkODhlMjktNWFmZi00NTIxLWIzYWYtYTMxNjBjMDBjZjhkXkEyXkFqcGdeQXVyNTQ1OTc1Njc@._V1_UY98_CR59,0,67,98_AL_.jpg"
Blackout,"Action, Comedy, Romance","Blackout is a movie agitating strongly about the ERRATIC POWER SUPPLY IN AFRICA/NIGERIA For many years, life has been disrupted for the majority of Nigerians who rely on NEPA ""PHCN"" for their DAILY electricity.",Abbey Abimbola, 2021,"https://m.media-amazon.com/images/M/MV5BZTlmODFkMDYtYzFiNi00ZmZmLTljNmMtY2YwYWVkMDVkODM2XkEyXkFqcGdeQXVyMTQ1OTM2NTE3._V1_UY98_CR7,0,67,98_AL_.jpg"
Unroyal,"Comedy, Romance","When a rude and arrogant princess finds herself reliant on a humble gatekeeper after a terrible accident, it may be enough to make her change her ways.",Moses Inwang,2020,"https://m.media-amazon.com/images/M/MV5BZTk4MGIzYzAtM2QyYS00YTIxLWIwNTUtNjBlMGI2NjI0ZDgzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Mamba's Diamond,Action,,Seyi Babatope,2021,"https://m.media-amazon.com/images/M/MV5BZWU0MTg0MDEtNTgyOS00Zjk5LTkyODYtYTkyZjVjMTk5YWVlXkEyXkFqcGdeQXVyMzY5MzY2NTc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Dwindle,Comedy,"Dwindle is a film based on the story of Sogo and Buta, two friends who hijack a car and venture into cabbing and how their lives take a drastic turn when their path runs into assassins who have just kidnapped the state governor.",Kayode Kasum,2021,"https://m.media-amazon.com/images/M/MV5BMzk0MmVjNjEtMTQ5MS00NWY1LWI5M2QtZDViNjJkMzAyOTdiXkEyXkFqcGdeQXVyODg4NDI4OTU@._V1_UY98_CR10,0,67,98_AL_.jpg"
Not a Slave,Drama,"Even in this contemporary world, modernized slavery is still the order of the day. People voluntarily work for pay but end up receiving hatred, humiliation, denial, and hardship. However, time has got its ways of healing all wounds.",Urenna Amadi,2021,"https://m.media-amazon.com/images/M/MV5BZDE5NDgwOTktMDY4Yy00MWJhLWJiZDUtODdjZGU2NmNkOTczXkEyXkFqcGdeQXVyMTQyMDIyMjE@._V1_UY98_CR1,0,67,98_AL_.jpg"
My Wife,Drama,A man and his daughter suffer emotional abuse from a wife who is bent on enforcing control.,Emeka Madu, 2019,"https://m.media-amazon.com/images/M/MV5BNDM0YjNjMmQtMDMxNi00OGVlLWE4MGEtZWVmMDVmZTA2YmQ4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Suga Suga,Comedy,A rich old man's love of philandering with younger women drives his wife and family to extremes.,Richards Omos-Iboyi,2021,"https://m.media-amazon.com/images/M/MV5BNGNmZWY2NzMtODRhNi00YzQyLWIxMmMtMzQ3OTQ0YzhlZGQzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR6,0,67,98_AL_.jpg"
Zena,"Comedy, Romance","In the women-only land of Zena, a young woman unwittingly discovers the love of a man and is caught between going against a centuries-old culture and going with the unfamiliar longings of her heart.",Daniel Oriahi,2019,"https://m.media-amazon.com/images/M/MV5BNmI5MjZkZmQtYjkxNi00OWI5LWFlOWMtNTY5Y2NiYjMyODAwXkEyXkFqcGdeQXVyOTAxOTE5ODY@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Legend of Inikpi,History,"Inspired by true events, The Legend of Inikpi tells the story of a well-loved Igala princess 'Inikpi' whose very breath holds the destiny of the Igala nation. Set in the 16th century, ...                See full summary »",Frank Rajah Arase,2020,"https://m.media-amazon.com/images/M/MV5BNjg0N2UwMmUtN2Q1Yi00NjRlLWIwOTctMTZmMTI4Mzc5YTM1XkEyXkFqcGdeQXVyMTE5MjYzODI2._V1_UY98_CR15,0,67,98_AL_.jpg"
Broken,Romance,"After running away from her marriage, a woman enters a dangerous agreement with an unfamiliar man to save her father's company and her reputation. The tables soon turn when she kidnaps the ...                See full summary »",Anurin Nwunembom, 2019,"https://m.media-amazon.com/images/M/MV5BNzhkODE2NTUtMGZkOC00ZGQ3LWEwMWQtMTMwYTY4NWRlODYxXkEyXkFqcGdeQXVyMTM0NjExMDA5._V1_UY98_CR1,0,67,98_AL_.jpg"
Ages,Drama,Banished people born with supernatural powers come to save the kingdom from the evil hands of the kingdom prime minister and the chief priest who would stop at nothing to rule.,Val Sunny Olisemeka,2021,"https://m.media-amazon.com/images/M/MV5BYzhjMWM5ODItNGUzNS00NmVjLThhM2UtMmE4ZjEyZWUxZDIyXkEyXkFqcGdeQXVyODU3Nzk2NDU@._V1_UY98_CR1,0,67,98_AL_.jpg"
Nanny for Christmas,Drama,"A widowed father finds love again, but in an unexpected circumstance.",Aniedi Awah Noba,2019,"https://m.media-amazon.com/images/M/MV5BNjU0NGQxNTQtM2QyMi00MmFhLTlmZDMtODE2MWNmOWE0MmYzXkEyXkFqcGdeQXVyMTIwNzY1NTU5._V1_UY98_CR61,0,67,98_AL_.jpg"
Butterflies,Drama,Eniola must marry her late father's protege if she is to claim the shares he willed her.,Biodun Stephen,2021,"https://m.media-amazon.com/images/M/MV5BNjcxYTcyNDQtNzMwNC00MDRmLTgyMWEtMDk0MjA1YmE1MmIwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR3,0,67,98_AL_.jpg"
Quam's Money,"Comedy, Crime",Quam's Money follows the adventures of security guard-turned-millionaire 'Quam' played by Folarin 'Falz' Falana as he navigates the world with his newfound wealth.,Kayode Kasum,2020,"https://m.media-amazon.com/images/M/MV5BYTllYWJmZWQtNjYxNC00MTdhLTliMjAtOWY0ZWY5ZmRjNDdiXkEyXkFqcGdeQXVyNTMzODgyMDQ@._V1_UY98_CR6,0,67,98_AL_.jpg"
The Man for the Job,Drama,,Niyi Akinmolayan,2022,"https://m.media-amazon.com/images/M/MV5BNGUxMzdjZTctMTFlYS00OWIxLTkzODktNmE3ODRiZDUxZjA3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Olokiki Oru: The Midnight Sensation,"Action, Crime, Drama","After the fall of the Oyo Empire and its becoming a British protectorate in 1888, two rival armed robbers strikes fear on several Yoruba towns in their fight for dominance, wealth and the heart of a fearless, beautiful Princess.",Seun Olaiya,2019,"https://m.media-amazon.com/images/M/MV5BZDA1Y2NkMDQtNTAyMy00ODQ3LTgxNjUtNjU4MzJjMzgwYzY1XkEyXkFqcGdeQXVyNjA3NzYyMDA@._V1_UY98_CR4,0,67,98_AL_.jpg"
Strangers,Drama,"Forgotten in a remote village and battling a life ending disease, a young boy's future could change forever when people he has never met showed up. Is it too late? May be not?",Biodun Stephen, 2022,"https://m.media-amazon.com/images/M/MV5BZjBiNzBjN2UtMTc1ZS00NWE1LThhMGQtOWQ4MjJiNWJkZTYwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Elevator Baby,"Comedy, Drama","A chance encounter brings a brash, wealthy young man and an underprivileged woman together when they get stuck in an elevator and she goes into labor.",Akay Ilozobhie,2019,"https://m.media-amazon.com/images/M/MV5BYWE5MDM1ODYtNDM5Mi00OGEzLThlYjgtZWZhM2Y0Y2RhNDNiXkEyXkFqcGdeQXVyMTA4MDI0NDI0._V1_UY98_CR5,0,67,98_AL_.jpg"
Doctor Lanre,Drama,"The sudden death of a patient leads the police to the doctor who refused to treat him. Investigation takes a different turn with multiple suspects on the table, making the job of these very intelligent and smart police officers difficult.",Ayoka Thompson,2021,"https://m.media-amazon.com/images/M/MV5BNWFkMGZhNTEtNzRiNy00YmFhLWI2Y2YtMTNkNmZkMDBkOTBjXkEyXkFqcGdeQXVyMTQwMzk5MjAy._V1_UY98_CR3,0,67,98_AL_.jpg"
Osondu,Drama,Osondu's financial status made him lose the woman he loves. Will he be able to redeem himself when he gets a second chance?,Ernest Obi,2021,"https://m.media-amazon.com/images/M/MV5BMGJkOTU3N2UtOGU0Ni00ZDBkLWI2MjMtZDU4ODBjNDY4OGFmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Saint Oyinda,Drama,"It has avunique sense of reasoning that gets across a message of love, for both the rich and the poor.",Okey Ifeanyi,2022,"https://m.media-amazon.com/images/M/MV5BM2FhNDJmYTUtMTVkNS00OWMzLWFkODEtYTNhYWZmZTIxMWViXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Nimbe: The Movie,Drama,"Nimbe is a story addressing the issues associated with drug abuse, some of the causes, how to identify and avoid such.",Tope Alake,2019,"https://m.media-amazon.com/images/M/MV5BM2Y1OTk0NWItZjY3My00Njk5LTk5NmYtZTI4MDJmZGVlZTk1XkEyXkFqcGdeQXVyNDExNDk4ODQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
Echezona,Drama,,Goodnews Erico Isika,2022,"https://m.media-amazon.com/images/M/MV5BZTNhZTlkODQtOWQ0OC00MWViLTlkMzYtY2UwNDZkY2Y1M2VjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
The Pattern,Drama,A husband discovers that his wife has secretly been terminating their pregnancies.,Okey Ifeanyi,2022,"https://m.media-amazon.com/images/M/MV5BMGNkMjhmYTctOTk5YS00MWU5LWFmMTMtMWFiMTM1NmE5NTQ3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
The Razz Guy,"Comedy, Fantasy","When an international business merger is assigned to a rude and condescending senior executive, a curse that affects his ability to speak properly is cast on him by an office cleaner.",Udoka Oyeka,2021,"https://m.media-amazon.com/images/M/MV5BM2ZkNTIxZDctMzI2MC00YTFmLTgwZWQtNzA3MmYyMzQxODg4XkEyXkFqcGdeQXVyOTM1ODM3Njg@._V1_UY98_CR2,0,67,98_AL_.jpg"
The Ghost and the House of Truth,Drama,"Bola Ogun (Susan Wokoma) is a dedicated counselor, who facilitates reconciliation sessions between convicts and the victims of their crimes. When her own daughter goes missing, her belief in forgiveness is tested.",Akin Omotoso,2019,"https://m.media-amazon.com/images/M/MV5BYzhmNTI2MmYtMjgyOC00YzYzLWJmYmUtZDhiMjlhMmE1NDliXkEyXkFqcGdeQXVyMjkwNzMwMTU@._V1_UY98_CR16,0,67,98_AL_.jpg"
Kissing Game,Thriller,,Darasen Richards,2020,"https://m.media-amazon.com/images/M/MV5BNDk2YjYyMDItZThlNS00YTNlLWFhYTAtMjAxZjVjMWVhNTQwXkEyXkFqcGdeQXVyMTEyNDEyMDM3._V1_UY98_CR1,0,67,98_AL_.jpg"
4th Republic,Thriller,"It deals with an irregular governor elections where in a district there are murders, which makes the commisssions annul in that place, that causes the candidate who lost to start a campaign...                See full summary »",Ishaya Bako,2019,"https://m.media-amazon.com/images/M/MV5BNGVhNzk3M2UtNTY0Mi00OGZmLThkNmItNzk3Nzc3MmU3YWRmXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UY98_CR1,0,67,98_AL_.jpg"
La Femme Anjola,Thriller,La femme Anjola is a psychological-thriller film noir about a young male stock broker whose life is turned upside down when he falls for a femme fatale married to a wealthy gangster.,Mildred Okwo,2021,"https://m.media-amazon.com/images/M/MV5BZDNlMjUzMTUtMDhmYS00MjQyLTllZjktZWM1OTMxMTM4MzBkXkEyXkFqcGdeQXVyMjc4MDEyMDM@._V1_UY98_CR64,0,67,98_AL_.jpg"
Your Excellency,,The movie entails generally on the west African country Nigeria which is about conducting an election for the 13th Democratic president of the country. It entails about the happenings in ...                See full summary »,Funke Akindele,2019,"https://m.media-amazon.com/images/M/MV5BYTFiMTk1MDMtYmQ0ZC00YWFkLTk3MTctNTkwNWY5YThjNTQ0XkEyXkFqcGdeQXVyMzM0OTc4NQ@@._V1_UY98_CR15,0,67,98_AL_.jpg"
A Soldier's Story 2: Return from the Dead,Action,"In Watz Republic, Regina (Linda Ejiofor) confides in her friend, Zaya (Somkele Idhalama) to look after her younger brother while she goes after the desires of her heart to be with Major Egan (Tope Tedela).",Frankie Ogar,2020,"https://m.media-amazon.com/images/M/MV5BOGJkMDZmMjMtZTZiMS00MzllLTg3ZmMtOTg2ODg3MWY1NzZhXkEyXkFqcGdeQXVyNzQ0MjkyMDY@._V1_UX67_CR0,0,67,98_AL_.jpg"
Mokalik (Mechanic),"Comedy, Drama","'Mokalik' follows the career of an 11-year-old boy, Ponmile, from the middle-class suburbs who spends the day as a lowly apprentice at a mechanic workshop in order to view life from the ...                See full summary »",Kunle Afolayan,2019,"https://m.media-amazon.com/images/M/MV5BN2RjOTZmMDEtNWMyOC00MmU5LTk4OGUtYTA1MDdiNDBiNmY3XkEyXkFqcGdeQXVyMTAyOTIwNDU4._V1_UX67_CR0,0,67,98_AL_.jpg"
Tide,Drama,"Melvin must do everything he can to win Zoe's heart, even if it means changing his reckless lifestyle, but it appears that Zoe is a tough nut to crack.",Akinlosotu Femi Depsy,2021,"https://m.media-amazon.com/images/M/MV5BN2FjYmFlM2QtODIxZS00ZjcxLWIzYjQtYTcwNTQ0MmFkNWE3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Superstar,Drama,The story of a dream that was larger than life and one woman's journey to achieving that dream.,Akay Ilozobhie, 2021,"https://m.media-amazon.com/images/M/MV5BMTU1YmU0NWYtOGZjYy00YmMzLThjZmYtYTBiNjljZWVhMTZjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
A Story from Zazu,Drama,A beloved maid of the Queen of Zazu becomes a focus of attention in a palace where rules will be broken and traditions set aside in a bid to have her.,Charles Uwagbai,2020,"https://m.media-amazon.com/images/M/MV5BNTllY2VkZjItMzdlMy00OTg2LTlkNWQtM2M3ZjU5ZjU2OGJmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Pair,Drama,Rotimi abandons the modern life he's accustomed to and journeys far away to start life afresh. What awaits him will exceed his comprehension.,Iyke Odife,2021,"https://m.media-amazon.com/images/M/MV5BNjAzMGJlOGEtMzhkNC00OWRkLWFjMGItNGQ3OWQ2MDhiMDhiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR11,0,67,98_AL_.jpg"
Tanwa Savage,"Comedy, Drama",,Geshin Salvador,2021,"https://m.media-amazon.com/images/M/MV5BMDcxZGMzOTQtNGQ1Yy00ZTQ4LTg2N2ItZjZjMmNkM2RmMzU0XkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1_UY98_CR15,0,67,98_AL_.jpg"
Run,Thriller,"A hardworking, uptight young woman who lives a dull and routine life, goes running one night and witnesses something that throws her life into chaos and puts her in situations she has never been in before.",Uche Chukwu, 2019,"https://m.media-amazon.com/images/M/MV5BNzVkZTA5MTMtZDkxOS00ZThlLWFmZWYtODhkNzVjMzFhNjk0XkEyXkFqcGdeQXVyMTA3NDU5NTM3._V1_UX67_CR0,0,67,98_AL_.jpg"
Mad About You,"Comedy, Romance","A celebrity couple look like a perfect pair in the eyes of the media, but their relationship struggles behind the scenes.",Victor Okpala,2019,"https://m.media-amazon.com/images/M/MV5BMzNhMTNiYzgtZTI1NS00ODI2LWE4NmItMjFhOTQ1YmExYzZmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Locked,"Drama, Thriller",A young lady takes her fiancee to visit her parents only to discover that her mother killed her father in a psychotic fit after she finds out he's about to leave her for a younger woman. ...                See full summary »,Simon Peacemaker, 2019,"https://m.media-amazon.com/images/M/MV5BZDQyYjM5MmMtMzc1NC00OTNlLWE2YWEtNmU1ZGY3MWZiMzY5XkEyXkFqcGdeQXVyOTQxNTQwNDM@._V1_UY98_CR73,0,67,98_AL_.jpg"
The Rise of Igbinogun,Drama,,Onesoul,2022,"https://m.media-amazon.com/images/M/MV5BNzBjNjhkMjctNTA2NC00NDJkLTlmMDUtODRhNzRjNmFkOGMzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR2,0,67,98_AL_.jpg"
Kasanova,Romance,"A romantic comedy about a single dad who falls in love with the Mother of his sons Crush. It is a battle for love highlighting Family, friendship and love.",Oluseyi Asurf,2019,"https://m.media-amazon.com/images/M/MV5BODNmMzAzYWYtMjRhNC00ODJmLTkzYzctM2Q5ZTAzYzllMTE1XkEyXkFqcGdeQXVyNTQ4OTY3Mjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
Hide 'N' Seek,Thriller,"When a government official plans to make a major steal from the government's coffers on the eve of his retirement, he doesn't realize how many other people are planning to make a grab at the money bag on the same night.",Tolu Lordtanner,2021,"https://m.media-amazon.com/images/M/MV5BYjNmNTBiYWYtMmFlMy00YzQwLWE4OTQtNGIyOWVlNjJkY2EyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Duke and Dami,"Drama, Romance","Duke and Dami are worlds apart, but love can break boundaries set by life's circumstances.",Ozioma B. Nwughala,2021,"https://m.media-amazon.com/images/M/MV5BZDc1ODVlMzItMzNmMS00NTc3LWJiMDctMTQyYzVmYTA3ZmZiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Baby Maker,Romance,"Nasa, a single and successful 31 year old lady is advised by her doctor to conceive as she has just recovered from a myomectomy procedure. She's pressured by this and resorts to having a ...                See full summary »",Orimz,2022,"https://m.media-amazon.com/images/M/MV5BMWM4MTJjNzQtZDg1MC00YzFkLTgyYjQtYWE0NjhhZTA3NzVjXkEyXkFqcGdeQXVyNjc1MjE2NTE@._V1_UY98_CR7,0,67,98_AL_.jpg"
Try Again,Drama,A disillusioned bachelor finds himself torn between his older lover and her daughter.,Tissy Nnachi,2021,"https://m.media-amazon.com/images/M/MV5BMTA2MWM3ODctYWE3Yy00N2EzLTgzZjctY2E2NGVkNWMzZmRkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
